Village Name,Gram Panchayat,TALUK,district
Bannikal,Bannikallu,Hagaribommanahalli,YADGIR
T Basapura,Chilakanahatti,Hospet ,YADGIR
Banavikal,Banavikallu,Kudligi ,YADGIR
Bandri,Bandri,Sandur ,YADGIR
Ibrampura,Bagewadi,Siruguppa ,YADGIR
Basarakodu,Basarakod,Bellary,YADGIR
Shivalinganahalli,Devagondanahalli,Hoovina Hadagalli ,YADGIR
Hanumagondanahalli,Bannikallu,Hagaribommanahalli,YADGIR
Telugubalu,Chilakanahatti,Hospet ,YADGIR
M B Iyyanahalli,Banavikallu,Kudligi ,YADGIR
Bannihatti,Bannihatti,Sandur ,YADGIR
Kesarakoni,Bagewadi,Siruguppa ,YADGIR
Hirehadagali,Basarakod,Bellary,YADGIR
Uppanayakanahalli,Devagondanahalli,Hoovina Hadagalli ,YADGIR
Byasigaderi,Basigideri,Hagaribommanahalli,YADGIR
Thimmalapura,Chilakanahatti,Hospet ,YADGIR
Belligatta,Bellagatta,Kudligi ,YADGIR
Nagalapur,Bannihatti,Sandur ,YADGIR
Balakundi,Balakundhi,Siruguppa ,YADGIR
Karichedu,Basarakod,Bellary,YADGIR
Hagaranur,Hagaranur,Hoovina Hadagalli ,YADGIR
Hiresobati,Basigideri,Hagaribommanahalli,YADGIR
Vantigodu,Chilakanahatti,Hospet ,YADGIR
Hulikunta,Bellagatta,Kudligi ,YADGIR
Shro Gangalapur,Bannihatti,Sandur ,YADGIR
Buduguppa,Balakundhi,Siruguppa ,YADGIR
Belagal,Belagallu,Bellary,YADGIR
Hirekolachi,Hagaranur,Hoovina Hadagalli ,YADGIR
Bennikal,Benakal,Hagaribommanahalli,YADGIR
Danayakanakere,Dananayakanakere,Hospet ,YADGIR
Narasimhagiri,Bellagatta,Kudligi ,YADGIR
Bhujanganagar,Bhujanganagar,Sandur ,YADGIR
Mylapura,Balakundhi,Siruguppa ,YADGIR
Haraginadone,Belagallu,Bellary,YADGIR
Hirehadagalli,Hire Hadagali,Hoovina Hadagalli ,YADGIR
Varalihalli,Benakal,Hagaribommanahalli,YADGIR
Gollarahalli,Dananayakanakere,Hospet ,YADGIR
Yerralinganahalli,Bellagatta,Kudligi ,YADGIR
Muraripur,Bhujanganagar,Sandur ,YADGIR
Akkatangirahal,Beerahalli,Siruguppa ,YADGIR
Janikunte,Belagallu,Bellary,YADGIR
Dasarahalli,Hiremallanakeri,Hoovina Hadagalli ,YADGIR
Dasmapura,Dasamapura,Hagaribommanahalli,YADGIR
Nandibanda,Dananayakanakere,Hospet ,YADGIR
Chiribi,Chirabi,Kudligi ,YADGIR
Bommagatta,Bommagatta,Sandur ,YADGIR
Basarahalli,Beerahalli,Siruguppa ,YADGIR
Chellagurki,Chalagurki,Bellary,YADGIR
Hiremallinakeri,Hiremallanakeri,Hoovina Hadagalli ,YADGIR
Hosakeri,Dasamapura,Hagaribommanahalli,YADGIR
Ayyanahalli,Danapura,Hospet ,YADGIR
Chitrathagundu,Chiratagundu,Kudligi ,YADGIR
Devarabudenahalli,Bommagatta,Sandur ,YADGIR
Beerahalli,Beerahalli,Siruguppa ,YADGIR
Joladarasi,Chalagurki,Bellary,YADGIR
Holagundi,Holagundi,Hoovina Hadagalli ,YADGIR
G Kodihalli,Gaddhikeri,Hagaribommanahalli,YADGIR
Danapuram,Danapura,Hospet ,YADGIR
Kombihalli,Chiratagundu,Kudligi ,YADGIR
Gowripur,Bommagatta,Sandur ,YADGIR
Bhyragamadinne,Beerahalli,Siruguppa ,YADGIR
Lingadevanahalli,Chalagurki,Bellary,YADGIR
Holalu,Holalu,Hoovina Hadagalli ,YADGIR
Gaddikeri,Gaddhikeri,Hagaribommanahalli,YADGIR
Venkatapura,Danapura,Hospet ,YADGIR
Amalapura,Choudapur,Kudligi ,YADGIR
Jodibommiahnahalli,Bommagatta,Sandur ,YADGIR
Halumuravani,Beerahalli,Siruguppa ,YADGIR
Yalpi,Chalagurki,Bellary,YADGIR
Hyarada,Hyarada,Hoovina Hadagalli ,YADGIR
Guledahalu,Halagapura,Hagaribommanahalli,YADGIR
Vyasanakeri,Danapura,Hospet ,YADGIR
Chowdapura,Choudapur,Kudligi ,YADGIR
Jodikasinayakanahalli,Bommagatta,Sandur ,YADGIR
Kallukuttiganahal,Beerahalli,Siruguppa ,YADGIR
Chanahal,Chanalu,Bellary,YADGIR
Ittigi,Ittigi,Hoovina Hadagalli ,YADGIR
Halagapura,Halagapura,Hagaribommanahalli,YADGIR
Devalapura,Devalapura,Hospet ,YADGIR
Kyasanakere,Choudapur,Kudligi ,YADGIR
Selieppanahalli,Bommagatta,Sandur ,YADGIR
Kottalachinta,Beerahalli,Siruguppa ,YADGIR
Dammur Kaggal,Chanalu,Bellary,YADGIR
Ayyanahalli,K Ayyanahalli,Hoovina Hadagalli ,YADGIR
Hampapatna,Hampapatna,Hagaribommanahalli,YADGIR
Somalapuram,Devalapura,Hospet ,YADGIR
Bevoor,Dupadahalli,Kudligi ,YADGIR
Shro Oblapur,Bommagatta,Sandur ,YADGIR
Vattumuruvani,Beerahalli,Siruguppa ,YADGIR
Dammur,Dammuru,Bellary,YADGIR
Halathimalapura,K Ayyanahalli,Hoovina Hadagalli ,YADGIR
Pinjara Heggadal,Hampapatna,Hagaribommanahalli,YADGIR
Devasamudra,Devasamudra,Hospet ,YADGIR
Dhoopadahalli,Dupadahalli,Kudligi ,YADGIR
Chornur,Chornur,Sandur ,YADGIR
Boggur,Boggur,Siruguppa ,YADGIR
Singadevanahalli,Dammuru,Bellary,YADGIR
Thippapura,K Ayyanahalli,Hoovina Hadagalli ,YADGIR
Vyasapura,Hampapatna,Hagaribommanahalli,YADGIR
Hirejaiganur,Devasamudra,Hospet ,YADGIR
Hampapura,Dupadahalli,Kudligi ,YADGIR
Daroji,Daroji,Sandur ,YADGIR
Chanakanur,Boggur,Siruguppa ,YADGIR
Genikihal,Ganakihal,Bellary,YADGIR
Hakandi,Kalvi,Hoovina Hadagalli ,YADGIR
Enigi,Hampasagar,Hagaribommanahalli,YADGIR
Buvvanahalli,Gadiganur,Hospet ,YADGIR
K Basapura Tanda,Dupadahalli,Kudligi ,YADGIR
Deogiri,Devagiri,Sandur ,YADGIR
Gajiginahal,Boggur,Siruguppa ,YADGIR
Kyadigehal,Ganakihal,Bellary,YADGIR
Kalvi West,Kalvi,Hoovina Hadagalli ,YADGIR
Hampasagara,Hampasagar,Hagaribommanahalli,YADGIR
Gadiganur,Gadiganur,Hospet ,YADGIR
Gandabommanahalli,Gandabommanahalli,Kudligi ,YADGIR
Karthikeshwar,Devagiri,Sandur ,YADGIR
Karchiganur,Boggur,Siruguppa ,YADGIR
Chitiginahalu,H Veerapura,Bellary,YADGIR
Katebennuru,Kattebennur,Hoovina Hadagalli ,YADGIR
Yenagi Basapura,Hampasagar,Hagaribommanahalli,YADGIR
Gonahal,Gadiganur,Hospet ,YADGIR
Uradihalli,Gandabommanahalli,Kudligi ,YADGIR
Narayanapur,Devagiri,Sandur ,YADGIR
Bhyrapura,Byrapura,Siruguppa ,YADGIR
Havinahal Veerapura,H Veerapura,Bellary,YADGIR
Koilaragatti,Kombali,Hoovina Hadagalli ,YADGIR
Hansi,Hansi,Hagaribommanahalli,YADGIR
Kottiginahal,Gadiganur,Hospet ,YADGIR
Yekkigundi,Gandabommanahalli,Kudligi ,YADGIR
Gollalingammanahalli,Gollalingamanahalli,Sandur ,YADGIR
Gosabalu,Byrapura,Siruguppa ,YADGIR
Somalapura,H Veerapura,Bellary,YADGIR
Kombli,Kombali,Hoovina Hadagalli ,YADGIR
Kallahalli,Hansi,Hagaribommanahalli,YADGIR
Chikkajaiganur,Hampadevanahalli,Hospet ,YADGIR
Gudekota,Gudekote,Kudligi ,YADGIR
Kanakapur B C,Gollalingamanahalli,Sandur ,YADGIR
Dasanur,Deshanur,Siruguppa ,YADGIR
Halakundi,Halakundi,Bellary,YADGIR
Harivi,Kuruvatthi,Hoovina Hadagalli ,YADGIR
Anandadevanahalli,Kadlebalu,Hagaribommanahalli,YADGIR
Hampadevanahalli,Hampadevanahalli,Hospet ,YADGIR
Kasapura,Gudekote,Kudligi ,YADGIR
Mothalakunta,Gollalingamanahalli,Sandur ,YADGIR
Hagalur,H Hosahalli,Siruguppa ,YADGIR
Honnahalli,Halakundi,Bellary,YADGIR
Harivi Basapura,Kuruvatthi,Hoovina Hadagalli ,YADGIR
Kadlabalu,Kadlebalu,Hagaribommanahalli,YADGIR
Jeeriganuru,Hampadevanahalli,Hospet ,YADGIR
Sidegallu,Gudekote,Kudligi ,YADGIR
Shro Thimmavvanahalli,Gollalingamanahalli,Sandur ,YADGIR
Hagalur Hosahalli,H Hosahalli,Siruguppa ,YADGIR
Gudadur,Handihal,Bellary,YADGIR
Kuravathi,Kuruvatthi,Hoovina Hadagalli ,YADGIR
Kogali,Kogali,Hagaribommanahalli,YADGIR
Jowku,Hampadevanahalli,Hospet ,YADGIR
Srikantapura Thanda,Gudekote,Kudligi ,YADGIR
Tonisigeri,Gollalingamanahalli,Sandur ,YADGIR
Devalapura,Halekote,Siruguppa ,YADGIR
Handihal,Handihal,Bellary,YADGIR
Magala,Magala,Hoovina Hadagalli ,YADGIR
Kogali Samatu Kodihalli,Kogali,Hagaribommanahalli,YADGIR
Danapura,Hampi,Hospet ,YADGIR
Gundumunugu,Gundumunugu,Kudligi ,YADGIR
Yeradammanahalli,Gollalingamanahalli,Sandur ,YADGIR
Halekota,Halekote,Siruguppa ,YADGIR
Kallukamba,Kallukamba,Bellary,YADGIR
Rangapura,Magala,Hoovina Hadagalli ,YADGIR
Sree Rama Nagar,Kogali,Hagaribommanahalli,YADGIR
Hampi,Hampi,Hospet ,YADGIR
Kadekolla,Gundumunugu,Kudligi ,YADGIR
Chikkakeriyaginahalli,H K Halli,Sandur ,YADGIR
Chikka Bellary,Hatcholli,Siruguppa ,YADGIR
Karikeri,Kallukamba,Bellary,YADGIR
Advimallanakeri,Mahajanadahalli,Hoovina Hadagalli ,YADGIR
Anekal,Madhuru,Hagaribommanahalli,YADGIR
Kaddirampura,Hampi,Hospet ,YADGIR
Bellikatti,Harakbhavi,Kudligi ,YADGIR
Hirekeriyaginahalli,H K Halli,Sandur ,YADGIR
Hatcholli,Hatcholli,Siruguppa ,YADGIR
Lakshmipura,Kallukamba,Bellary,YADGIR
Mahajanadahalli,Mahajanadahalli,Hoovina Hadagalli ,YADGIR
Madur,Madhuru,Hagaribommanahalli,YADGIR
Krishnapura,Hampi,Hospet ,YADGIR
Harakabhavi,Harakbhavi,Kudligi ,YADGIR
Ankammanahal,Kalingeri,Sandur ,YADGIR
Honnarahalli,Hatcholli,Siruguppa ,YADGIR
Mustagatta,Kallukamba,Bellary,YADGIR
Musuvinakallahalli,Mahajanadahalli,Hoovina Hadagalli ,YADGIR
Upparagatta,Madhuru,Hagaribommanahalli,YADGIR
Narasapura,Hampi,Hospet ,YADGIR
Boppalapura,Hirehegdal,Kudligi ,YADGIR
Devaramallapur,Kalingeri,Sandur ,YADGIR
Matur,Hatcholli,Siruguppa ,YADGIR
Kappagallu,Kappagal,Bellary,YADGIR
Byalhunsi,Makarabbi,Hoovina Hadagalli ,YADGIR
Haregondanahalli,Malvi,Hagaribommanahalli,YADGIR
Nimbapura,Hampi,Hospet ,YADGIR
Hireheggadahal,Hirehegdal,Kudligi ,YADGIR
Kalingeri,Kalingeri,Sandur ,YADGIR
Tasalla Kudlur,Hatcholli,Siruguppa ,YADGIR
Byalachinte,Karekal,Bellary,YADGIR
Hirabannimatti,Makarabbi,Hoovina Hadagalli ,YADGIR
Malvi,Malvi,Hagaribommanahalli,YADGIR
Singanathanahalli,Hampi,Hospet ,YADGIR
Byluthumbaraguddi,Hirekumbalagunte,Kudligi ,YADGIR
Thippanamaradi,Kalingeri,Sandur ,YADGIR
Kenchagarabelagal,K Belalgal,Siruguppa ,YADGIR
Dasara Nagenahalli,Karekal,Bellary,YADGIR
Kotihal,Makarabbi,Hoovina Hadagalli ,YADGIR
Marabbihal,Morabbihal,Hagaribommanahalli,YADGIR
Hosur,Hosur,Hospet ,YADGIR
Hirekumbalagunta,Hirekumbalagunte,Kudligi ,YADGIR
Dowlatpur,Krishnanagar,Sandur ,YADGIR
Bandrahal,K Sugur,Siruguppa ,YADGIR
Gollanaganahalli,Karekal,Bellary,YADGIR
Makarabbi,Makarabbi,Hoovina Hadagalli ,YADGIR
Mudlapura,Morabbihal,Hagaribommanahalli,YADGIR
Kallahalli,Kallahalli,Hospet ,YADGIR
Hulikere,Hirekumbalagunte,Kudligi ,YADGIR
Krishnanagar,Krishnanagar,Sandur ,YADGIR
Hirehal,K Sugur,Siruguppa ,YADGIR
Karekal,Karekal,Bellary,YADGIR
Mannera Masalavada,Manyaramasalavada,Hoovina Hadagalli ,YADGIR
Narayanadevarakeri,Morabbihal,Hagaribommanahalli,YADGIR
Rajapura,Kallahalli,Hospet ,YADGIR
Hosahalli,Hosahalli,Kudligi ,YADGIR
Gundlahalli,Metriki,Sandur ,YADGIR
Kotehal,K Sugur,Siruguppa ,YADGIR
Tambrahalli,Karekal,Bellary,YADGIR
Thamalapura,Manyaramasalavada,Hoovina Hadagalli ,YADGIR
Varadapura,Morabbihal,Hagaribommanahalli,YADGIR
Malapanagudi,Malapanagudi,Hospet ,YADGIR
Ranganathanahalli,Hosahalli,Kudligi ,YADGIR
Hanumanahalli,Metriki,Sandur ,YADGIR
Kotehalsugur,K Sugur,Siruguppa ,YADGIR
Kolagallu,Kolagallu,Bellary,YADGIR
Vyasamallapura,Manyaramasalavada,Hoovina Hadagalli ,YADGIR
Adivikyadigihalli,Murageri,Hagaribommanahalli,YADGIR
Metri,Metri,Hospet ,YADGIR
S Imadapura,Hosahalli,Kudligi ,YADGIR
Lakkalahalli,Metriki,Sandur ,YADGIR
Mudenur,K Sugur,Siruguppa ,YADGIR
Kolur,Kolur,Bellary,YADGIR
Dombrahalli,Mylara,Hoovina Hadagalli ,YADGIR
Moregeri,Murageri,Hagaribommanahalli,YADGIR
Upparahalli,Metri,Hospet ,YADGIR
Hudem,Hudem,Kudligi ,YADGIR
Metriki,Metriki,Sandur ,YADGIR
Karur,Karur,Siruguppa ,YADGIR
Korlagundi,Koralgundhi,Bellary,YADGIR
Mylar,Mylara,Hoovina Hadagalli ,YADGIR
Kithanur,Mutkur,Hagaribommanahalli,YADGIR
Hurlihalu,Huralihal,Kudligi ,YADGIR
Ramasagar,Metriki,Sandur ,YADGIR
Herakal,Kenchanagudda,Siruguppa ,YADGIR
Bommanahal,M Gonal,Bellary,YADGIR
Komaranahalli,Nagati Basapura,Hoovina Hadagalli ,YADGIR
Muthukur,Mutkur,Hagaribommanahalli,YADGIR
Meenakeri,Huralihal,Kudligi ,YADGIR
Kenchanagudda,Kenchanagudda,Siruguppa ,YADGIR
Jalihal,M Gonal,Bellary,YADGIR
Nagathi Basapura,Nagati Basapura,Hoovina Hadagalli ,YADGIR
Rameswara Bandi,Mutkur,Hagaribommanahalli,YADGIR
Hyalya,Hyalya,Kudligi ,YADGIR
Dasapura,Konchigeri,Siruguppa ,YADGIR
Mokagonahal,M Gonal,Bellary,YADGIR
Hugulura,Nandihalli,Hoovina Hadagalli ,YADGIR
Motikal Tanda,Hyalya,Kudligi ,YADGIR
Donimalai,Narasingapura,Sandur ,YADGIR
Konchigeri,Konchigeri,Siruguppa ,YADGIR
Sindhavalam,M Gonal,Bellary,YADGIR
Mudenur,Nandihalli,Hoovina Hadagalli ,YADGIR
Byalakundi,Nagalapura,Hospet ,YADGIR
Harudi,Jermali,Kudligi ,YADGIR
Narasingapur,Narasingapura,Sandur ,YADGIR
Siddaramapura,Konchigeri,Siruguppa ,YADGIR
Mallapura,Moka,Bellary,YADGIR
Nandihalli,Nandihalli,Hoovina Hadagalli ,YADGIR
Garga,Nagalapura,Hospet ,YADGIR
Jermali,Jermali,Kudligi ,YADGIR
Ranjitpur,Narasingapura,Sandur ,YADGIR
Kududarahal,Kududarahal,Siruguppa ,YADGIR
Moka,Moka,Bellary,YADGIR
Kotanakal,Navali,Hoovina Hadagalli ,YADGIR
Nagalapura,Nagalapura,Hospet ,YADGIR
Jummobanahalli,Jumbobanahalli,Kudligi ,YADGIR
Vittalnagar,Narasingapura,Sandur ,YADGIR
Nagalapura,Kududarahal,Siruguppa ,YADGIR
Nowli,Navali,Hoovina Hadagalli ,YADGIR
Kannehalli,Nelkudri 1,Hagaribommanahalli,YADGIR
Belagodu,Nagenahalli,Hospet ,YADGIR
Kumathi,Jumbobanahalli,Kudligi ,YADGIR
Hulikunta 73,Nidagurthi,Sandur ,YADGIR
Seedaragadda,Kududarahal,Siruguppa ,YADGIR
Thimalapura,Navali,Hoovina Hadagalli ,YADGIR
Nellukudri,Nelkudri 1,Hagaribommanahalli,YADGIR
Gudioblapura,Nagenahalli,Hospet ,YADGIR
Lokikere,Jumbobanahalli,Kudligi ,YADGIR
Mallapura 72,Nidagurthi,Sandur ,YADGIR
Kuruvalli,Kuruvalli,Siruguppa ,YADGIR
Sogi,Sogi,Hoovina Hadagalli ,YADGIR
Sonna,Sonna,Hagaribommanahalli,YADGIR
Kalghatta,Nagenahalli,Hospet ,YADGIR
Chapparadahalli,K Ayyanahalli,Kudligi ,YADGIR
Nidugurthi,Nidagurthi,Sandur ,YADGIR
T Rampura,Kuruvalli,Siruguppa ,YADGIR
Varakanhalli,Sogi,Hoovina Hadagalli ,YADGIR
Ulavathi,Sonna,Hagaribommanahalli,YADGIR
Kallirampura,Nagenahalli,Hospet ,YADGIR
Haralu,K Ayyanahalli,Kudligi ,YADGIR
55 Mallapura,Rajapura,Sandur ,YADGIR
Tondehal,Kuruvalli,Siruguppa ,YADGIR
Sovinahalli,Sovenahalli,Hoovina Hadagalli ,YADGIR
Thambrahalli,Thambralli,Hagaribommanahalli,YADGIR
Nagenahalli,Nagenahalli,Hospet ,YADGIR
K Iyyanahalli,K Ayyanahalli,Kudligi ,YADGIR
Rajapur,Rajapura,Sandur ,YADGIR
Manur,M Sugur,Siruguppa ,YADGIR
Uttangi,Uttangi,Hoovina Hadagalli ,YADGIR
Belugoduhal,No 10 Muddapura,Hospet ,YADGIR
Kannanayakanakatte,K Ayyanahalli,Kudligi ,YADGIR
Ubbalagundi,Rajapura,Sandur ,YADGIR
Manursugur,M Sugur,Siruguppa ,YADGIR
Kanvithimmalapura,No 10 Muddapura,Hospet ,YADGIR
Adavi Sooravvanahalli,Kakuppi,Kudligi ,YADGIR
Emmihatti,Shusilanagar,Sandur ,YADGIR
Gundiganur,Muddatanur,Siruguppa ,YADGIR
Muddapura No 10,No 10 Muddapura,Hospet ,YADGIR
Ammanakeri,Kakuppi,Kudligi ,YADGIR
Jaisingapur,Shusilanagar,Sandur ,YADGIR
Havinahal,Muddatanur,Siruguppa ,YADGIR
Ingaligi,P K Halli,Hospet ,YADGIR
Kakkuppi,Kakuppi,Kudligi ,YADGIR
North Eastern Block,Shusilanagar,Sandur ,YADGIR
Malapura,Muddatanur,Siruguppa ,YADGIR
Kotal Camp,Nelludi,Bellary,YADGIR
Papinayakanahalli,P K Halli,Hospet ,YADGIR
Hirevaddarahalli,Kalapura,Kudligi ,YADGIR
Radhanagar,Shusilanagar,Sandur ,YADGIR
Muddatanur,Muddatanur,Siruguppa ,YADGIR
Nelludi,Nelludi,Bellary,YADGIR
Vadrahalli,P K Halli,Hospet ,YADGIR
Kalapura,Kalapura,Kudligi ,YADGIR
Ramanmalai Block,Shusilanagar,Sandur ,YADGIR
Nadivi,Nadavi,Siruguppa ,YADGIR
Guttiganur,Orvai,Bellary,YADGIR
Ramasagara,Ramasagara,Hospet ,YADGIR
Gajapura,Kandagallu,Kudligi ,YADGIR
Ramgad,Shusilanagar,Sandur ,YADGIR
Nittur,Nadavi,Siruguppa ,YADGIR
Orvai,Orvai,Bellary,YADGIR
Arlihalli,Sanapura,Hospet ,YADGIR
Kandagal,Kandagallu,Kudligi ,YADGIR
Siddapur,Shusilanagar,Sandur ,YADGIR
Udegolam,Nadavi,Siruguppa ,YADGIR
Pattanasaragu,Orvai,Bellary,YADGIR
Ittigi,Sanapura,Hospet ,YADGIR
Thimmalapura,Kandagallu,Kudligi ,YADGIR
Suseelnagar,Shusilanagar,Sandur ,YADGIR
Raravi,Raravi,Siruguppa ,YADGIR
Paramadevanahalli,P D Halli,Bellary,YADGIR
Muddapura No 2,Sanapura,Hospet ,YADGIR
Chikkajogi Tanda,Makanadaku,Kudligi ,YADGIR
Sovenahalli,Sovenahalli,Sandur ,YADGIR
Saliganur,Raravi,Siruguppa ,YADGIR
Yalpi Kaggalu,P D Halli,Bellary,YADGIR
Sanapura,Sanapura,Hospet ,YADGIR
Makanaduku,Makanadaku,Kudligi ,YADGIR
Ayyanahalli,Taranagar,Sandur ,YADGIR
Agasanur,Ravihal,Siruguppa ,YADGIR
Kuntanahal,Rupanagudi,Bellary,YADGIR
Seetharama Tanda,Seetharama Thanda,Hospet ,YADGIR
Gundinahole,Marabha,Kudligi ,YADGIR
Sankarapur,Taranagar,Sandur ,YADGIR
Bommalapura,Ravihal,Siruguppa ,YADGIR
Rayapura,Rupanagudi,Bellary,YADGIR
Honnahalli,Suggenahalli,Hospet ,YADGIR
Moraba,Marabha,Kudligi ,YADGIR
Taranagar,Taranagar,Sandur ,YADGIR
Gubbihal,Ravihal,Siruguppa ,YADGIR
Rupanagudi,Rupanagudi,Bellary,YADGIR
Mavinahalli,Suggenahalli,Hospet ,YADGIR
Joladakudligi,Nagarakatte,Kudligi ,YADGIR
Joga,Thaluru,Sandur ,YADGIR
Mitte Sugur,Ravihal,Siruguppa ,YADGIR
Sanganakal,Sanganakal,Bellary,YADGIR
Sankalapuram,Suggenahalli,Hospet ,YADGIR
Nagarakatti,Nagarakatte,Kudligi ,YADGIR
Talur,Thaluru,Sandur ,YADGIR
Ravihal,Ravihal,Siruguppa ,YADGIR
Mincheri,Sanjeevarayanakote,Bellary,YADGIR
Sugginahalli,Suggenahalli,Hospet ,YADGIR
Mangapura,Nimbalageri,Kudligi ,YADGIR
Musinayakanahalli,Torangal,Sandur ,YADGIR
Darur,Shanavasapura,Siruguppa ,YADGIR
Sanjeevarayanakote,Sanjeevarayanakote,Bellary,YADGIR
Nagenahalli,Nimbalageri,Kudligi ,YADGIR
Toranagal,Torangal,Sandur ,YADGIR
Sanavasapura,Shanavasapura,Siruguppa ,YADGIR
Bobbukunta,Shankarabanda,Bellary,YADGIR
Nimbalageri,Nimbalageri,Kudligi ,YADGIR
Yerabanahalli,Torangal,Sandur ,YADGIR
Sirigeri,Sirigeri,Siruguppa ,YADGIR
Ibrampura,Shankarabanda,Bellary,YADGIR
Kallahalli,Pujarahalli,Kudligi ,YADGIR
Shro Basapur,Vaddu,Sandur ,YADGIR
Talur,Talur,Siruguppa ,YADGIR
Shankarabanda,Shankarabanda,Bellary,YADGIR
Poojarahalli,Pujarahalli,Kudligi ,YADGIR
Vaddu,Vaddu,Sandur ,YADGIR
Ulur,Talur,Siruguppa ,YADGIR
Tolamamidi,Shankarabanda,Bellary,YADGIR
Thippehalli,Pujarahalli,Kudligi ,YADGIR
Avinamadugu,Vittalapura,Sandur ,YADGIR
Araliganur,Uppara Hosahalli,Siruguppa ,YADGIR
Siddammanahalli,Siddammanahalli,Bellary,YADGIR
Chandrasekarapura,Ramadurga,Kudligi ,YADGIR
Gangalapur,Vittalapura,Sandur ,YADGIR
Manjinahal,Uppara Hosahalli,Siruguppa ,YADGIR
Karekal Veerapura,Sidiginamola,Bellary,YADGIR
Kudureduvu,Ramadurga,Kudligi ,YADGIR
Malapur,Vittalapura,Sandur ,YADGIR
Poppanahal,Uppara Hosahalli,Siruguppa ,YADGIR
Meenahalli,Sidiginamola,Bellary,YADGIR
Ramadurg,Ramadurga,Kudligi ,YADGIR
Rampur,Vittalapura,Sandur ,YADGIR
Uppara Hosahalli,Uppara Hosahalli,Siruguppa ,YADGIR
Sidiginamola,Sidiginamola,Bellary,YADGIR
Kodihalli,Rampura,Kudligi ,YADGIR
Thimlapur,Vittalapura,Sandur ,YADGIR
Kuriganur,Uttanur,Siruguppa ,YADGIR
Byluru,Sindhigeri,Bellary,YADGIR
Rampura,Rampura,Kudligi ,YADGIR
Thumati,Vittalapura,Sandur ,YADGIR
Mota Sugur,Uttanur,Siruguppa ,YADGIR
Sindegeri,Sindhigeri,Bellary,YADGIR
Sirinayakanahalli,Rampura,Kudligi ,YADGIR
Vittalapur,Vittalapura,Sandur ,YADGIR
Uttanur,Uttanur,Siruguppa ,YADGIR
Sirivaram,Sirivar,Bellary,YADGIR
Sunkadakal,Rampura,Kudligi ,YADGIR
Jiginahalli,Yerrayyanahalli,Sandur ,YADGIR
Somasamudra,Somasamudra,Bellary,YADGIR
Bande Basapura Tanda,Shivapura,Kudligi ,YADGIR
Swamy Halli,Yerrayyanahalli,Sandur ,YADGIR
Jalibenchi,Sridharagadda,Bellary,YADGIR
Sivapura,Shivapura,Kudligi ,YADGIR
Swamymalai Block,Yerrayyanahalli,Sandur ,YADGIR
Sidaragadda,Sridharagadda,Bellary,YADGIR
C Imadapura,Suladahalli,Kudligi ,YADGIR
Yerriahanahalli,Yerrayyanahalli,Sandur ,YADGIR
Banapura,Vanenoor,Bellary,YADGIR
Palayyanakota,Suladahalli,Kudligi ,YADGIR
Somalapur,Yeshwanthanagar,Sandur ,YADGIR
Gotur,Vanenoor,Bellary,YADGIR
Solladahalli,Suladahalli,Kudligi ,YADGIR
Yeswanthanagar,Yeshwanthanagar,Sandur ,YADGIR
Kallukutiganahalu,Vanenoor,Bellary,YADGIR
Thoolahalli,Tulahalli,Kudligi ,YADGIR
Masudipura,Vanenoor,Bellary,YADGIR
Ujjini,Ujjini,Kudligi ,YADGIR
Vannenur,Vanenoor,Bellary,YADGIR
Burranayakanahalli,Yathenabudihal,Bellary,YADGIR
Chandur,Yathenabudihal,Bellary,YADGIR
Kammarchedu,Yathenabudihal,Bellary,YADGIR
Yettinabudihal,Yathenabudihal,Bellary,YADGIR
Thimmalapura,Yelabenchi,Bellary,YADGIR
Yelubemchi,Yelabenchi,Bellary,YADGIR
Emmiganur,Yemmiganur,Bellary,YADGIR
Vaddahatti,Yerangaligi,Bellary,YADGIR
Yarringaligi,Yerangaligi,Bellary,YADGIR
Bennikallu,Yerragudi,Bellary,YADGIR
Yerragudi,Yerragudi,Bellary,YADGIR
Allapur,Badalgaon,Aurad ,YADGIR
Algood,Algud,Basavakalyan ,YADGIR
Alwai,Alwai,Bhalki ,YADGIR
Alwai,Alwai,Bhalki ,YADGIR
Chondi,Aliabad J,Bidar,YADGIR
Bannalli,Belkera,Homnabad ,YADGIR
Badalgaon,Badalgaon,Aurad ,YADGIR
Chittakaldev,Algud,Basavakalyan ,YADGIR
Yellammawadi,Alwai,Bhalki ,YADGIR
Yellammawadi,Alwai,Bhalki ,YADGIR
Chouli,Aliabad J,Bidar,YADGIR
Belkera,Belkera,Homnabad ,YADGIR
Duduknal,Badalgaon,Aurad ,YADGIR
Belura,Belura,Basavakalyan ,YADGIR
Ambesangu,Ambesangvi,Bhalki ,YADGIR
Ambesangu,Ambesangvi,Bhalki ,YADGIR
Aliamber,Aliamber,Bidar,YADGIR
Madgul,Belkera,Homnabad ,YADGIR
Mohmadapur,Badalgaon,Aurad ,YADGIR
Gutti,Belura,Basavakalyan ,YADGIR
Ganeshpurwadi,Ambesangvi,Bhalki ,YADGIR
Ganeshpurwadi,Ambesangvi,Bhalki ,YADGIR
Mahamdapur,Aliamber,Bidar,YADGIR
Shamtabad,Belkera,Homnabad ,YADGIR
Narasimhapur,Badalgaon,Aurad ,YADGIR
Betbalkunda,Betbalkunda,Basavakalyan ,YADGIR
Hupla,Ambesangvi,Bhalki ,YADGIR
